lat,lon,name,NewChain
49.2866181,-123.1209638,Triple O's,True
49.2665754,-123.103744,Peaceful Restaurant,True
49.2334631,-123.034937,Peaceful Restaurant,True
49.2681152,-123.1595834,Peaceful Restaurant,True
49.2630798,-123.1160636,Peaceful Restaurant,True
49.282833,-123.1154195,Peaceful Restaurant,True
49.2779185,-122.912361,Pho 99,True
49.2457903,-122.8916363,Pho 99,True
49.2373483,-122.8529856,Pho 99,True
49.1611807,-122.8913021,Pho 99,True
49.281302,-123.0575579,Tacofino Commissary,False
49.2812984,-123.0573443,Miyako Sushi,False
49.2812866,-123.0550913,What's Up? Hot Dog!,False
49.2832655,-123.0978958,St Lawrence Restaurant,False
49.2832876,-123.0980745,Cuhillo,False
49.2796054,-123.1002799,Juniper,False
49.2796207,-123.1011093,Gold Stone Bakery & Restaurant,False
49.2831638,-123.1035309,The Sardine Can,False
49.2834234,-123.1064112,Jules Bistro,False
49.2427766,-123.0040514,Crystal Palace,False
49.1720953,-123.1336083,Tokyo Joe's,True
49.279737,-123.126662,Tokyo Joe's,True
49.325981,-123.1423367,Cactus Club Cafe,True
49.2634241,-123.1173128,Cactus Club Cafe,True
49.1468811,-122.8910518,Cactus Club Cafe,True
49.035414,-122.2663773,Cactus Club Cafe,True
49.2290001,-123.000461,Cactus Club Cafe,True
49.285504,-123.118815,Cactus Club Cafe,True
49.2750892,-123.1227583,Cactus Club Cafe,True
49.1129138,-122.6681084,Cactus Club Cafe,True
49.2332102,-122.8521201,Cactus Club Cafe,True
49.263427,-123.1396262,Cactus Club Cafe,True
49.2276704,-123.0033251,Cactus Club Cafe,True
49.2873953,-123.1288386,JoongWon,False
49.2866244,-123.1282577,Chongqing on Robson,False
49.287665,-123.1292506,Stepho's,False
49.2867409,-123.1284213,A Taste of India,False
49.2875709,-123.1291089,Hon's Wun-Tun House,False
49.2873728,-123.1282271,miss KOREAN BBQ,False
49.2871553,-123.1290789,Forage,False
49.2870445,-123.128902,Timber,False
49.2874858,-123.1289807,Miko Sushi,False
49.2875631,-123.129718,Cora,True
49.2186313,-122.955309,Cora,True
49.3210825,-123.0956321,Cora,True
49.0577015,-122.3152304,Cora,True
49.1121157,-122.6506343,Cora,True
49.2746568,-122.7909967,Cora,True
49.2865615,-123.1281828,Pok'e Time,False
49.2623529,-123.0894813,Hail Mary's,False
49.2657244,-123.2430971,Red Burrito,True
49.2807931,-123.1191954,Red Burrito,True
49.2694887,-123.0694438,Red Burrito,True
49.2661113,-123.2420861,Pita Pit,True
49.119491,-122.6652549,Pita Pit,True
49.0505395,-122.3228004,Pita Pit,True
49.0545384,-122.3706645,Pita Pit,True
49.2678061,-123.0062431,Pita Pit,True
49.1203849,-122.6632837,Umami Sushi,True
49.1190026,-122.7321747,Umami Sushi,True
49.2821191,-123.1336624,Ramen Koika,True
49.2886307,-123.1306655,Ramen Koika,True
49.2764267,-122.849875,Spacca Napoli,False
49.2842686,-123.1197597,Smokehouse Sandwich Co,False
49.2643451,-123.1757208,Deacon's Corner,True
49.2839422,-123.0998366,Deacon's Corner,True
49.2863279,-123.1256179,Kirin Mandarin Restaurant,False
49.285993500000004,-123.1250868,Pink Elephant Thai,False
49.2860548,-123.1251718,A&W,True
49.2633356,-123.1144174,A&W,True
49.0498031,-122.3114531,A&W,True
49.1997306,-122.7784622,A&W,True
49.2196492,-122.9692126,A&W,True
49.2634886,-123.1215189,A&W,True
49.2254058,-122.9973612,A&W,True
49.2508506,-122.8947628,A&W,True
49.044471,-122.7772142,A&W,True
